3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0 
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0 
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0 
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0 
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0 
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0 
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0 
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0 
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0 
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0 
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0 
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0
3.46    0 
3.46    0
